date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:06	20444/20444	---M-Z	200	added ('OK')	text/html	etag:W/%2266b479dc-4fdc%22	https://themewagon.github.io/Investa/blog.html	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/blog.html	(from https://themewagon.github.io/Investa/index.html)
18:45:06	22474/22474	---M-Z	200	added ('OK')	text/html	etag:W/%2266b479dc-57ca%22	https://themewagon.github.io/Investa/team.html	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/team.html	(from https://themewagon.github.io/Investa/index.html)
18:45:06	20335/20335	---M-Z	200	added ('OK')	text/html	etag:W/%2266b479dc-4f6f%22	https://themewagon.github.io/Investa/testimonial.html	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/testimonial.html	(from https://themewagon.github.io/Investa/index.html)
18:45:07	21766/21766	---M-Z	200	added ('OK')	text/html	etag:W/%2266b479dc-5506%22	https://themewagon.github.io/Investa/faqs.html	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/faqs.html	(from https://themewagon.github.io/Investa/index.html)
18:45:07	16129/16129	---M-Z	200	added ('OK')	text/html	etag:W/%2266b479dc-3f01%22	https://themewagon.github.io/Investa/404.html	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/404.html	(from https://themewagon.github.io/Investa/index.html)
18:45:08	22140/22140	---M-Z	200	added ('OK')	text/html	etag:W/%2266b479dc-567c%22	https://themewagon.github.io/Investa/contact.html	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/contact.html	(from https://themewagon.github.io/Investa/index.html)
18:45:08	366624/366624	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-59820%22	https://themewagon.github.io/Investa/img/carousel-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/carousel-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:08	271551/271551	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-424bf%22	https://themewagon.github.io/Investa/img/carousel-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/carousel-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:09	212619/212619	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-33e8b%22	https://themewagon.github.io/Investa/img/carousel-3.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/carousel-3.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:09	61671/61671	---M--	200	added ('OK')	image/png	etag:%2266b479dc-f0e7%22	https://themewagon.github.io/Investa/img/about-3.png	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/about-3.png	(from https://themewagon.github.io/Investa/index.html)
18:45:09	35076/35076	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-8904%22	https://themewagon.github.io/Investa/img/about-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/about-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:10	40659/40659	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-9ed3%22	https://themewagon.github.io/Investa/img/customer-img-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/customer-img-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:10	35023/35023	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-88cf%22	https://themewagon.github.io/Investa/img/customer-img-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/customer-img-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:10	49753/49753	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-c259%22	https://themewagon.github.io/Investa/img/customer-img-3.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/customer-img-3.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:11	39902/39902	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-9bde%22	https://themewagon.github.io/Investa/img/service-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/service-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:11	30311/30311	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-7667%22	https://themewagon.github.io/Investa/img/service-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/service-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:11	25194/25194	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-626a%22	https://themewagon.github.io/Investa/img/service-4.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/service-4.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:12	32948/32948	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-80b4%22	https://themewagon.github.io/Investa/img/service-3.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/service-3.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:12	59674/59674	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-e91a%22	https://themewagon.github.io/Investa/img/projects-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/projects-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:12	42724/42724	---M--	200	added ('OK')	image/png	etag:%2266b479dc-a6e4%22	https://themewagon.github.io/Investa/img/bg.png	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/bg.png	(from https://themewagon.github.io/Investa/index.html)
18:45:13	28462/28462	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-6f2e%22	https://themewagon.github.io/Investa/img/blog-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/blog-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:13	55652/55652	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-d964%22	https://themewagon.github.io/Investa/img/blog-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/blog-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:14	42983/42983	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-a7e7%22	https://themewagon.github.io/Investa/img/blog-3.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/blog-3.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:14	24446/24446	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-5f7e%22	https://themewagon.github.io/Investa/img/team-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/team-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:14	22438/22438	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-57a6%22	https://themewagon.github.io/Investa/img/team-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/team-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:14	35220/35220	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-8994%22	https://themewagon.github.io/Investa/img/team-3.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/team-3.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:15	23945/23945	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-5d89%22	https://themewagon.github.io/Investa/img/team-4.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/team-4.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:15	3781/3781	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-ec5%22	https://themewagon.github.io/Investa/img/testimonial-1.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/testimonial-1.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:16	4471/4471	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-1177%22	https://themewagon.github.io/Investa/img/testimonial-2.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/testimonial-2.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:16	4228/4228	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-1084%22	https://themewagon.github.io/Investa/img/testimonial-3.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/testimonial-3.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:16	51993/51993	---M--	200	added ('OK')	image/jpeg	etag:%2266b479dc-cb19%22	https://themewagon.github.io/Investa/img/faq-img.jpg	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/img/faq-img.jpg	(from https://themewagon.github.io/Investa/index.html)
18:45:16	89795/89795	---M--	200	added ('OK')	text/javascript	date:Tue,%2004%20Apr%202023%2003:27:01%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	C:/My%20Web%20Sites/testing-project/ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:17	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/testing-project/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:17	8159/8159	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-1fdf%22	https://themewagon.github.io/Investa/lib/wow/wow.min.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/wow/wow.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:18	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-8ff%22	https://themewagon.github.io/Investa/lib/easing/easing.min.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/easing/easing.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:18	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-2344%22	https://themewagon.github.io/Investa/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:18	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-966%22	https://themewagon.github.io/Investa/lib/counterup/counterup.min.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/counterup/counterup.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:19	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-a70e%22	https://themewagon.github.io/Investa/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:19	9754/9754	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-261a%22	https://themewagon.github.io/Investa/lib/lightbox/js/lightbox.min.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/Investa/index.html)
18:45:20	3249/3249	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b479dc-cb1%22	https://themewagon.github.io/Investa/js/main.js	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/js/main.js	(from https://themewagon.github.io/Investa/index.html)
18:45:20	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/testing-project/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:45:21	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/testing-project/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:45:21	4976/4976	---M--	200	added ('OK')	image/png	etag:%2266b479dc-1370%22	https://themewagon.github.io/Investa/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/Investa/lib/owlcarousel/assets/owl.carousel.min.css)
18:45:22	8476/8476	---M--	200	added ('OK')	image/gif	etag:%2266b479dc-211c%22	https://themewagon.github.io/Investa/lib/lightbox/images/loading.gif	C:/My%20Web%20Sites/testing-project/themewagon.github.io/Investa/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/Investa/lib/lightbox/css/lightbox.min.css)
18:45:22	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
